date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
2006-03-22,Terminales Rio de la Plata S.A.,Summary of Proposed Investment (Disclosure Policy 2006),23914,https://disclosures.ifc.org/project-detail/SPI/23914/terminales-rio-de-la-plata-s.a.,Loan,TERMINALES RIO DE LA PLATA S.A.,Argentina,ARG,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2006-04-21,2007-03-29,2007-03-30,2007-06-29,,,35.000000,,35.000000,AR,2024-09-15
2005-05-10,Ramky Infrastructure,Summary of Proposed Investment (Disclosure Policy 2006),23966,https://disclosures.ifc.org/project-detail/SPI/23966/ramky-infrastructure,Loan,RAMKY INFRASTRUCTURE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2005-06-06,2005-06-29,2005-06-30,2008-01-11,,,4.000000,11.000000,15.000000,IN,2024-09-15
2006-02-10,"Zhongda Sanchuan Hydro Development Co., Ltd.",Summary of Proposed Investment (Disclosure Policy 2006),24067,https://disclosures.ifc.org/project-detail/SPI/24067/zhongda-sanchuan-hydro-development-co.-ltd.,Loan,"Yunnan Zhongda Yanjin Power Generation Co., Ltd.",China,CHA,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2006-03-13,2006-05-08,2006-06-16,2006-11-24,,,22.000000,,22.000000,CN,2024-09-15
2005-06-13,Transport Trade Services,Summary of Proposed Investment (Disclosure Policy 2006),24082,https://disclosures.ifc.org/project-detail/SPI/24082/transport-trade-services,Loan,COMPANIA DE NAVIGATIE FLUVIALA ROMANA NAVROM SA,Romania,ROM,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2005-07-15,2005-08-11,2005-09-20,2005-11-01,,,16.950001,,16.950001,RO,2024-09-15
2004-12-30,GCP,Summary of Proposed Investment (Disclosure Policy 2006),24090,https://disclosures.ifc.org/project-detail/SPI/24090/gcp,Guarantee,Municipality of Guatemala,Guatemala,GUA,Infrastructure,C,Regional Industry - INF LAC,Completed,2005-02-03,2005-11-01,2005-12-28,,,6.630000,,,6.630000,GT,2024-09-15
2005-08-11,Air Transport Systems,Summary of Proposed Investment (Disclosure Policy 2006),24127,https://disclosures.ifc.org/project-detail/SPI/24127/air-transport-systems,Loan,"Aviatransportnye sistemy, OOO",Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-01-10,2006-02-06,2006-04-07,2006-11-27,,,15.000000,,15.000000,RU,2024-09-15
2005-05-10,Manzanillo International Terminal,Summary of Proposed Investment (Disclosure Policy 2006),24170,https://disclosures.ifc.org/project-detail/SPI/24170/manzanillo-international-terminal,Loan,Manzanillo International Terminal-Panama S.A.,Panama,PAN,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2005-06-10,2005-06-23,2005-06-27,2005-06-30,,,50.000000,,50.000000,PA,2024-09-15
2005-11-07,Veolia AMI,Summary of Proposed Investment (Disclosure Policy 2006),24192,https://disclosures.ifc.org/project-detail/SPI/24192/veolia-ami,Guarantee,VEOLIA WATER MIDDLE EAST NORTH AFRICA,Africa Region,AFR,Infrastructure,B,Gbl Infrastructure & Natural Resources,Completed,2005-12-08,2006-05-18,2006-06-26,2007-12-27,,42.099998,,37.610001,79.709999,3A,2024-09-15
2006-01-10,Irapuato-La Piedad road,Summary of Proposed Investment (Disclosure Policy 2006),24197,https://disclosures.ifc.org/project-detail/SPI/24197/irapuato-la-piedad-road,Guarantee,"Concesionaia Irapuato la Piedad, S.A. de C.V.",Mexico,MXC,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-02-13,2006-06-15,2006-08-18,,,13.810000,,,13.810000,MX,2024-09-15
2005-11-18,AEF 3T CAMEROUN,Summary of Proposed Investment (Disclosure Policy 2006),24271,https://disclosures.ifc.org/project-detail/SPI/24271/aef-3t-cameroun,Loan,3T Cameroun,Cameroon,CAM,Infrastructure,B,Regional Industry - INF Africa,Completed,2005-12-19,2005-12-19,2005-12-22,2005-12-23,,,1.300000,,1.300000,CM,2024-09-15
2005-08-12,MBJ Phase Two,Summary of Proposed Investment (Disclosure Policy 2006),24306,https://disclosures.ifc.org/project-detail/SPI/24306/mbj-phase-two,Loan,MBJ Airports Limited,Jamaica,JAM,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2005-09-20,2005-10-26,2005-12-20,2006-01-26,,,21.000000,,21.000000,JM,2024-09-15
2005-09-21,InfraCo,Summary of Proposed Investment (Disclosure Policy 2006),24309,https://disclosures.ifc.org/project-detail/SPI/24309/infraco,Loan,INFRACO LTD,World Region,WLD,Infrastructure,C,Gbl Infrastructure &amp; Natural Resources,Pending Signing,2005-10-21,2005-12-13,,,,,30.000000,,30.000000,99,2024-09-15
2005-05-12,Buffalo City,Summary of Proposed Investment (Disclosure Policy 2006),24363,https://disclosures.ifc.org/project-detail/SPI/24363/buffalo-city,Guarantee,BUFFALO CITY MUNICIPALITY,South Africa,SOU,Infrastructure,C,Regional Industry - INF Africa,Active,2005-06-17,2006-01-20,2006-03-08,,,15.770000,,,15.770000,ZA,2024-09-15
2005-09-28,TAM Airlines,Summary of Proposed Investment (Disclosure Policy 2006),24384,https://disclosures.ifc.org/project-detail/SPI/24384/tam-airlines,Loan,TAM LINHAS AEREAS S/A,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2005-10-23,2005-12-15,2005-12-16,2006-03-16,,,50.000000,,50.000000,BR,2024-09-15
2005-11-08,MRS,Summary of Proposed Investment (Disclosure Policy 2006),24407,https://disclosures.ifc.org/project-detail/SPI/24407/mrs,Loan,MRS Logística S/A.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Completed,2005-12-12,2005-12-14,2005-12-21,2007-03-30,,,50.000000,,50.000000,BR,2024-09-15
2006-12-20,Bujagali Energy Ltd.,Summary of Proposed Investment (Disclosure Policy 2006),24408,https://disclosures.ifc.org/project-detail/SPI/24408/bujagali-energy-ltd.,Loan,BUJAGALI ENERGY LIMITED,Uganda,UAN,Infrastructure,A,Regional Industry - INF Africa,Active,2007-04-19,2007-04-26,2007-06-27,2008-01-22,,,130.000000,,130.000000,UG,2024-09-15
2006-08-25,"Sans Souci Ports, S.A.",Summary of Proposed Investment (Disclosure Policy 2006),24534,https://disclosures.ifc.org/project-detail/SPI/24534/sans-souci-ports-s.a.,Loan,Sans Souci Ports S A,Dominican Republic,DOM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-10-02,2006-11-16,2006-11-22,2007-05-10,,,21.000000,,21.000000,DO,2024-09-15
2005-12-27,Chuvash Republic,Summary of Proposed Investment (Disclosure Policy 2006),24582,https://disclosures.ifc.org/project-detail/SPI/24582/chuvash-republic,Guarantee,Chuvash Republic,Russian Federation,RUS,Infrastructure,FI,Gbl Infrastructure &amp; Natural Resources,Completed,2006-01-31,2006-04-27,2006-05-25,,,16.190001,,,16.190001,RU,2024-09-15
2006-05-18,GOL,Summary of Proposed Investment (Disclosure Policy 2006),24609,https://disclosures.ifc.org/project-detail/SPI/24609/gol,Loan,Gol Transportes Aereos Sa,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-06-22,2006-06-28,2006-07-01,2006-08-29,,,50.000000,,50.000000,BR,2024-09-15
2006-03-30,Tbilisi Airport,Summary of Proposed Investment (Disclosure Policy 2006),24628,https://disclosures.ifc.org/project-detail/SPI/24628/tbilisi-airport,Loan,Tav Urban Georgia LTD,Georgia,GEO,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-04-30,2006-05-09,2006-05-17,2008-04-16,,,27.000000,,27.000000,GE,2024-09-15
2005-12-27,Eurosib Terminal,Summary of Proposed Investment (Disclosure Policy 2006),24638,https://disclosures.ifc.org/project-detail/SPI/24638/eurosib-terminal,Loan,Eurosib Group,Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-02-10,2006-06-22,2006-06-22,2006-07-14,,,48.000000,,48.000000,RU,2024-09-15
2006-03-07,CTI Group I,Summary of Proposed Investment (Disclosure Policy 2006),24669,https://disclosures.ifc.org/project-detail/SPI/24669/cti-group-i,Loan,CTI GROUP INC.,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2006-04-10,2006-05-26,2006-06-22,2006-07-24,,,15.000000,,15.000000,JO,2024-09-15
2006-04-03,Vuela,Summary of Proposed Investment (Disclosure Policy 2006),24672,https://disclosures.ifc.org/project-detail/SPI/24672/vuela,Loan,"Vuela Compania de Aviacion, S.A. de C.V.",Mexico,MXC,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-05-03,2006-06-19,2006-06-23,2006-10-31,,,40.000000,,40.000000,MX,2024-09-15
2006-01-27,Arkas,Summary of Proposed Investment (Disclosure Policy 2006),24673,https://disclosures.ifc.org/project-detail/SPI/24673/arkas,Loan,ARKAS HOLDING ANONIM SIRKETI,Turkiye,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2006-03-02,2007-07-16,2007-09-25,2007-11-01,,,45.000000,,45.000000,TR,2024-09-15
2006-03-22,Endesa Brazil,Summary of Proposed Investment (Disclosure Policy 2006),24743,https://disclosures.ifc.org/project-detail/SPI/24743/endesa-brazil,Equity,Enel Brasil S/A.,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-04-27,2006-04-27,2006-06-27,2006-07-06,,,,50.000000,50.000000,BR,2024-09-15
2006-07-12,KenyaUganda Rail,Summary of Proposed Investment (Disclosure Policy 2006),24766,https://disclosures.ifc.org/project-detail/SPI/24766/kenyauganda-rail,Loan,RVR INVESTMENTS (PTY) LIMITED,Kenya,KEN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2006-08-07,2006-10-12,2006-12-12,2006-12-18,,,32.000000,,32.000000,KE,2024-09-15
2007-03-16,Lanco Amarkantak Thermal Power Station,Summary of Proposed Investment (Disclosure Policy 2006),24880,https://disclosures.ifc.org/project-detail/SPI/24880/lanco-amarkantak-thermal-power-station,Equity,LANCO AMARKANTAK POWER PRIVATE LIMITED,India,IND,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,2007-05-17,2007-06-01,2007-06-05,2007-11-29,,,,8.000000,8.000000,IN,2024-09-15
2006-04-25,"Aeropuertos Dominicanos Siglo XXI, S.A.",Summary of Proposed Investment (Disclosure Policy 2006),24951,https://disclosures.ifc.org/project-detail/SPI/24951/aeropuertos-dominicanos-siglo-xxi-s.a.,Loan,Aeropuertos Dominicanos Siglo XXI SA,Dominican Republic,DOM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2006-05-30,2006-06-20,2006-06-26,2006-07-21,,,15.000000,,15.000000,DO,2024-09-15
2006-05-26,Intraspeed,Summary of Proposed Investment (Disclosure Policy 2006),25039,https://disclosures.ifc.org/project-detail/SPI/25039/intraspeed,Loan,INTRASPEED LTD,Rwanda,RWA,Infrastructure,B,Regional Industry - INF Africa,Completed,2006-06-28,2006-10-18,2006-11-10,2007-05-04,,,7.500000,,7.500000,RW,2024-09-15
2007-04-27,Metito,Summary of Proposed Investment (Disclosure Policy 2006),25043,https://disclosures.ifc.org/project-detail/SPI/25043/metito,Loan,METITO HOLDINGS LTD,"Middle East, Pakistan, and Afg Region",,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2007-05-29,2007-09-14,2007-09-20,2007-10-11,,,20.000000,11.100000,31.100000,,2024-09-15
2006-05-25,Beijing Sound,Summary of Proposed Investment (Disclosure Policy 2006),25046,https://disclosures.ifc.org/project-detail/SPI/25046/beijing-sound,Equity,SOUND GLOBAL LTD.,China,CHA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2006-06-28,2006-07-07,2006-07-20,2006-08-01,,,,10.000000,10.000000,CN,2024-09-15
2007-02-27,MSPL Limited,Summary of Proposed Investment (Disclosure Policy 2006),25115,https://disclosures.ifc.org/project-detail/SPI/25115/mspl-limited,Loan,MSPL LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2007-03-30,2007-05-29,2007-06-22,2007-07-16,,,33.000000,,33.000000,IN,2024-09-15
2007-06-22,Tanzania Railway,Summary of Proposed Investment (Disclosure Policy 2006),25151,https://disclosures.ifc.org/project-detail/SPI/25151/tanzania-railway,Loan,Tanzania Railway Corporation,Tanzania,TAN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2007-07-26,2007-07-26,2007-09-15,2008-06-11,,,44.000000,,44.000000,TZ,2024-09-15
2006-09-05,Ocean Sparkle II,Summary of Proposed Investment (Disclosure Policy 2006),25169,https://disclosures.ifc.org/project-detail/SPI/25169/ocean-sparkle-ii,Loan,OCEAN SPARKLE LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2006-10-05,2007-01-29,2007-01-30,2007-02-09,,,25.440001,,25.440001,IN,2024-09-15
2007-03-07,Cambodia Airp II,Summary of Proposed Investment (Disclosure Policy 2006),25332,https://disclosures.ifc.org/project-detail/SPI/25332/cambodia-airp-ii,Loan,SOCIETE CONCESSIONNAIRE DE L'AEROPORT,Cambodia,KAM,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,,2007-06-06,2007-06-07,2008-07-18,,,17.500000,,17.500000,KH,2024-09-15
2006-10-30,PNOC-EDC,Summary of Proposed Investment (Disclosure Policy 2006),25389,https://disclosures.ifc.org/project-detail/SPI/25389/pnoc-edc,Equity,ENERGY DEVELOPMENT CORPORATION,Philippines,PHL,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2006-11-16,2006-11-21,2006-12-04,2006-12-12,,,,50.000000,50.000000,PH,2024-09-15
2007-01-31,KESC,Summary of Proposed Investment (Disclosure Policy 2006),25396,https://disclosures.ifc.org/project-detail/SPI/25396/kesc,Loan,K-ELECTRIC LIMITED,Pakistan,PAK,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2007-03-08,2007-03-15,2007-03-22,2007-07-24,,,125.000000,0.000000,125.000000,PK,2024-09-15
2007-09-19,Cai Mep Port,Summary of Proposed Investment (Disclosure Policy 2006),25455,https://disclosures.ifc.org/project-detail/SPI/25455/cai-mep-port,Loan,SP-SSA INTERNATIONAL CONTAINER SEVICES JOINT VENTURE COMPANY,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2007-11-01,2007-11-01,2009-06-29,2009-12-17,,,70.000000,,70.000000,VN,2024-09-15
2007-07-25,La Confluencia,Summary of Proposed Investment (Disclosure Policy 2006),25472,https://disclosures.ifc.org/project-detail/SPI/25472/la-confluencia,Loan,Hidroelectrica La Confluencia S.A.,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2007-09-14,2007-10-04,2007-10-23,2008-12-29,,,83.000000,,83.000000,CL,2024-09-15
2007-03-26,Engro Energy (Pvt) Limited,Summary of Proposed Investment (Disclosure Policy 2006),25487,https://disclosures.ifc.org/project-detail/SPI/25487/engro-energy-(pvt)-limited,Loan,ENGRO POWERGEN LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Completed,2007-05-31,2007-05-31,2007-12-19,2008-10-10,,,67.199997,3.000000,70.199997,PK,2024-09-15
2007-02-02,Hidromaule,Summary of Proposed Investment (Disclosure Policy 2006),25568,https://disclosures.ifc.org/project-detail/SPI/25568/hidromaule,Loan,HIDROMAULE S.A.,Chile,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2007-03-05,2007-05-09,2007-06-26,2007-08-09,,,9.700000,,9.700000,CL,2024-09-15
2007-04-04,Petstar,Summary of Proposed Investment (Disclosure Policy 2006),25577,https://disclosures.ifc.org/project-detail/SPI/25577/petstar,Loan,"Petstar, S.A.P.I. de C.V.",Mexico,MXC,Infrastructure,B,Regional Industry - INF LAC,Completed,2007-05-10,2007-05-22,2007-06-15,2007-11-13,,,13.500000,,13.500000,MX,2024-09-15
2007-10-03,Asia Environment,Summary of Proposed Investment (Disclosure Policy 2006),25633,https://disclosures.ifc.org/project-detail/SPI/25633/asia-environment,Loan,ASIA ENVIRONMENT HOLDINGS PTE. LTD.,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2007-11-05,2007-11-28,2007-11-29,2008-04-14,,,15.000000,10.000000,25.000000,CN,2024-09-15
2020-11-13,Sofia Airport Cn,Summary of Investment Information (AIP Policy 2012),25713,https://disclosures.ifc.org/project-detail/SII/25713/sofia-airport-cn,Loan,SOF Connect AD,Bulgaria,BUL,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2020-12-14,2021-01-28,2021-01-31,2021-04-16,,,36.830002,,36.830002,BG,2024-09-15
2007-05-01,Basic Energy II,Summary of Proposed Investment (Disclosure Policy 2006),25783,https://disclosures.ifc.org/project-detail/SPI/25783/basic-energy-ii,Loan,"Consorcio Energetico Punta Cana Macao, S.A.",Dominican Republic,DOM,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2007-05-31,2007-06-20,2007-06-28,2008-09-19,,,20.000000,,20.000000,DO,2024-09-15
2009-04-09,Umeme Ltd.,Summary of Proposed Investment (Disclosure Policy 2006),25788,https://disclosures.ifc.org/project-detail/SPI/25788/umeme-ltd.,Loan,UMEME LTD,Uganda,UAN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2009-05-22,2009-06-20,2009-06-26,2009-12-30,,,25.000000,,25.000000,UG,2024-09-15
2007-11-27,Tata Ultra Mega,Summary of Proposed Investment (Disclosure Policy 2006),25797,https://disclosures.ifc.org/project-detail/SPI/25797/tata-ultra-mega,Loan,COASTAL GUJARAT POWER LIMITED,India,IND,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2008-03-27,2008-04-08,2008-04-24,2008-12-04,,,450.000000,,450.000000,IN,2024-09-15
2007-02-26,Chuvash Roads Modernization Project,Summary of Proposed Investment (Disclosure Policy 2006),25835,https://disclosures.ifc.org/project-detail/SPI/25835/chuvash-roads-modernization-project,Loan,"CHUVASHAVTODOR, PAO",Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2007-03-28,2007-05-31,2007-06-18,2007-09-13,,,50.540001,,50.540001,RU,2024-09-15
2007-05-10,MEB Port,Summary of Proposed Investment (Disclosure Policy 2006),25895,https://disclosures.ifc.org/project-detail/SPI/25895/meb-port,Loan,COMPAS SA,Colombia,CLM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2007-06-15,2007-08-21,2007-08-23,2007-10-17,,,15.000000,,15.000000,CO,2024-09-15
2008-06-20,Avianca,Summary of Proposed Investment (Disclosure Policy 2006),25899,https://disclosures.ifc.org/project-detail/SPI/25899/avianca,Loan,AEROVIAS DEL CONTINENTE AMERICANO SA,Colombia,CLM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2008-07-31,2008-09-19,2008-09-26,2009-01-22,,,50.000000,,50.000000,CO,2024-09-15
2007-06-19,TS (Expansion),Summary of Proposed Investment (Disclosure Policy 2006),25977,https://disclosures.ifc.org/project-detail/SPI/25977/ts-(expansion),Risk Management,Tecon Salvador S/A.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Completed,2007-07-30,2007-11-28,2007-11-29,2008-05-15,0.400000,,5.500000,,5.900000,BR,2024-09-15
2010-04-02,Kribi,Summary of Proposed Investment (Disclosure Policy 2006),25978,https://disclosures.ifc.org/project-detail/SPI/25978/kribi,Loan,KRIBI POWER DEVELOPMENT COMPANY S.A.,Cameroon,CAM,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,2010-06-03,2011-11-10,2011-12-22,2012-09-10,,,85.199997,,85.199997,CM,2024-09-15
2008-02-01,Enerjisa Enerji Uretim A.S.,Summary of Proposed Investment (Disclosure Policy 2006),26016,https://disclosures.ifc.org/project-detail/SPI/26016/enerjisa-enerji-uretim-a.s.,Loan,ENERJISA ENERJI URETIM ANONIM SIRKETI,Turkiye,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2008-03-06,2008-03-13,2008-06-13,2008-12-17,,,247.699997,,247.699997,TR,2024-09-15
2007-07-30,Magat Hydro,Summary of Proposed Investment (Disclosure Policy 2006),26041,https://disclosures.ifc.org/project-detail/SPI/26041/magat-hydro,Loan,"SN ABOITIZ POWER-RES, INC.",Philippines,PHL,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2007-09-06,2007-09-06,2007-09-28,2007-10-22,,,105.000000,,105.000000,PH,2024-09-15
2007-07-25,ESM Macedonia,Summary of Proposed Investment (Disclosure Policy 2006),26093,https://disclosures.ifc.org/project-detail/SPI/26093/esm-macedonia,Loan,EVN MAKEDONIJA A.D.,North Macedonia,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2007-08-30,2007-09-06,2008-04-07,2008-09-29,,,66.699997,,66.699997,MK,2024-09-15
