date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
2013-08-22,Daewoo Intercity,Summary of Investment Information (AIP Policy 2012),33292,https://disclosures.ifc.org/project-detail/SII/33292/daewoo-intercity,Loan,DAEWOO PAKISTAN EXPRESS BUS SERVICE LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Completed,2013-09-23,2013-12-19,2014-03-27,,,,20.010000,,20.010000,PK,2024-09-15
2013-01-25,Bhilwara Captive,Summary of Investment Information (AIP Policy 2012),33351,https://disclosures.ifc.org/project-detail/SII/33351/bhilwara-captive,Loan,LNJ POWER VENTURES LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2013-02-28,2013-03-20,2013-03-22,2013-05-08,,,7.560000,,7.560000,IN,2024-09-15
2013-04-29,Kurum International SH.A.,Summary of Investment Information (AIP Policy 2012),33378,https://disclosures.ifc.org/project-detail/SII/33378/kurum-international-sh.a.,Loan,KURUM INTERNATIONAL SH.A.,Albania,ALB,Infrastructure,B,Regional Industry MAS LAC & EUR,Active,2013-05-31,2013-09-12,2013-12-19,2014-03-12,,,44.910000,,44.910000,AL,2024-09-15
2013-10-03,Adjaristsqali Georgia LLC,Summary of Investment Information (AIP Policy 2012),33435,https://disclosures.ifc.org/project-detail/SII/33435/adjaristsqali-georgia-llc,Loan,Adjaristsqali Georgia LLC(Limited liability Company),Georgia,GEO,Infrastructure,A,Regional Industry INF LAC & EUR,Active,2013-12-04,2014-05-01,2014-05-20,2014-11-07,,,71.000000,34.000000,105.000000,GE,2024-09-15
2014-02-10,Vorotan Hydros,Summary of Investment Information (AIP Policy 2012),33450,https://disclosures.ifc.org/project-detail/SII/33450/vorotan-hydros,Loan,CONTOURGLOBAL HYDRO CASCADE CJSC,Armenia,ARM,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2014-03-18,2014-04-14,2015-07-24,2015-07-28,,,16.660000,7.140000,23.799999,AM,2024-09-15
2013-05-17,SunEdison Merchant,Summary of Investment Information (AIP Policy 2012),33456,https://disclosures.ifc.org/project-detail/SII/33456/sunedison-merchant,Loan,San Andres SpA,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2013-06-18,2013-06-26,2013-11-05,2013-11-26,,,38.000000,,38.000000,CL,2024-09-15
2015-06-10,United Ashuganj Energy Ltd.,Summary of Investment Information (AIP Policy 2012),33479,https://disclosures.ifc.org/project-detail/SII/33479/united-ashuganj-energy-ltd.,Loan,UNITED ASHUGANJ ENERGY LTD,Bangladesh,BAN,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2015-08-10,2016-01-19,2016-05-17,2017-01-30,,,41.000000,2.500000,43.500000,BD,2024-09-15
2013-08-22,Metro Power Company Limited,Summary of Investment Information (AIP Policy 2012),33496,https://disclosures.ifc.org/project-detail/SII/33496/metro-power-company-limited,Loan,METRO POWER COMPANY LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,2013-09-27,2013-12-17,2014-04-14,2015-03-24,,,22.500000,3.260000,25.760000,PK,2024-09-15
2013-07-01,Umeme Capex,Summary of Investment Information (AIP Policy 2012),33500,https://disclosures.ifc.org/project-detail/SII/33500/umeme-capex,Loan,UMEME LTD,Uganda,UAN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2013-08-02,2013-08-09,2013-11-12,2013-12-19,,,70.000000,,70.000000,UG,2024-09-15
2014-01-14,Ghana Grid Company Limited,Summary of Investment Information (AIP Policy 2012),33512,https://disclosures.ifc.org/project-detail/SII/33512/ghana-grid-company-limited,Loan,GHANA GRID CO LTD,Ghana,GHA,Infrastructure,B,Regional Industry - INF Africa,Hold,2014-02-20,2014-04-03,,,,,65.000000,,65.000000,GH,2024-09-15
2013-10-10,Enel Wind Brazil,Summary of Investment Information (AIP Policy 2012),33579,https://disclosures.ifc.org/project-detail/SII/33579/enel-wind-brazil,Loan,ENEL GREEN POWER BRASIL PARTICIPACOES LTDA.,Brazil,BRA,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,2013-12-12,2013-12-12,2014-05-09,2014-08-06,,,200.000000,,200.000000,BR,2024-09-15
2013-08-02,Botosani Heating,Summary of Investment Information (AIP Policy 2012),33606,https://disclosures.ifc.org/project-detail/SII/33606/botosani-heating,Loan,MUNICIPALITY BOTOSANI,Romania,ROM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2013-09-03,2013-09-25,2013-10-28,2013-11-19,,,10.000000,,10.000000,RO,2024-09-15
2013-04-26,Vento Brazil,Summary of Investment Information (AIP Policy 2012),33642,https://disclosures.ifc.org/project-detail/SII/33642/vento-brazil,Equity,CPFL ENERGIAS RENOVAVEIS S/A,Brazil,BRA,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,2013-06-27,2013-06-27,2013-07-08,2013-07-18,,,,71.080002,71.080002,BR,2024-09-15
2014-06-11,MTI Environment,Summary of Investment Information (AIP Policy 2012),33670,https://disclosures.ifc.org/project-detail/SII/33670/mti-environment,Equity,MTI ENVIRONMENT GROUP LTD,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2014-07-12,2014-12-01,2015-04-07,2015-08-28,,,,4.000000,4.000000,CN,2024-09-15
2013-09-20,ACWA Equity,Summary of Investment Information (AIP Policy 2012),33736,https://disclosures.ifc.org/project-detail/SII/33736/acwa-equity,Equity,INTERNATIONAL COMPANY FOR WATER AND POWER PROJECTS,"Middle East, Pakistan, and Afg Region",,Infrastructure,A,Regional Industry INF MCT,Completed,2013-11-21,2013-12-05,2014-06-11,2014-08-29,,,,99.989998,99.989998,,2024-09-15
2014-10-10,CMSA Manzanillo,Summary of Investment Information (AIP Policy 2012),33776,https://disclosures.ifc.org/project-detail/SII/33776/cmsa-manzanillo,Loan,"Contecon Manzanillo, S.A. de C.V.",Mexico,MXC,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,2014-12-15,2015-01-07,2015-10-21,2015-12-23,,,65.000000,,65.000000,MX,2024-09-15
2014-04-10,Vix Logistica,Summary of Investment Information (AIP Policy 2012),33782,https://disclosures.ifc.org/project-detail/SII/33782/vix-logistica,Equity,VIX LOGISTICA S/A.,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2014-05-22,2014-05-20,2014-10-21,2014-12-22,,,,76.029999,76.029999,BR,2024-09-15
2014-12-19,Dolovo Wind,Summary of Investment Information (AIP Policy 2012),33839,https://disclosures.ifc.org/project-detail/SII/33839/dolovo-wind,Risk Management,VETROELEKTRANE BALKANA D.O.O,Serbia,SRB,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,2017-09-30,2017-10-06,2017-10-16,2018-05-09,3.000000,,70.879997,,73.879997,YF,2024-09-15
2013-06-11,Tobene,Summary of Investment Information (AIP Policy 2012),33841,https://disclosures.ifc.org/project-detail/SII/33841/tobene,Loan,TOBENE POWER SA,Senegal,SEN,Infrastructure,A,Gbl Infrastructure & Natural Resources,Active,2013-10-17,2013-12-19,2014-08-06,2015-09-03,,,41.400002,4.830000,46.220001,SN,2024-09-15
2014-02-10,Asahan 1 Hydro Electric Power Plant,Summary of Investment Information (AIP Policy 2012),33853,https://disclosures.ifc.org/project-detail/SII/33853/asahan-1-hydro-electric-power-plant,Loan,"BAJRADAYA SENTRANUSA, PT",Indonesia,INS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2014-03-26,2014-04-30,2014-05-28,2014-09-29,,,75.000000,7.500000,82.500000,ID,2024-09-15
2013-10-24,Mersin Port,Summary of Investment Information (AIP Policy 2012),33943,https://disclosures.ifc.org/project-detail/SII/33943/mersin-port,Loan,MERSIN ULUSLARARASI LIMAN ISLETMECILIGI ANONIM SIRKETI,Turkiye,,Infrastructure,B,Regional Industry - INF ECA,Completed,2013-10-25,2013-07-08,2013-07-31,2013-08-12,,,75.000000,,75.000000,TR,2024-09-15
2014-05-02,Xina Solar One (Pty) Ltd,Summary of Investment Information (AIP Policy 2012),34051,https://disclosures.ifc.org/project-detail/SII/34051/xina-solar-one-(pty)-ltd,Risk Management,Xina Solar One RF (Pty) Ltd,South Africa,SOU,Infrastructure,B,Regional Industry - INF Africa,Active,2014-06-16,2014-07-09,2015-02-13,2015-07-01,5.000000,,47.150002,,52.150002,ZA,2024-09-15
2014-01-17,China Three Gorges South Asia Investment Limited,Summary of Investment Information (AIP Policy 2012),34062,https://disclosures.ifc.org/project-detail/SII/34062/china-three-gorges-south-asia-investment-limited,Equity,CHINA THREE GORGES SOUTH ASIA INVESTMENT LIMITED,Pakistan,PAK,Infrastructure,A,Regional Industry INF MCT,Active,2014-03-20,2014-05-01,2014-11-22,2016-05-19,,,,125.000000,125.000000,PK,2024-09-15
2014-01-31,Rudine WPP,Summary of Investment Information (AIP Policy 2012),34079,https://disclosures.ifc.org/project-detail/SII/34079/rudine-wpp,Loan,VJETROELEKTRANA RUDINE d.o.o.,Croatia,HRV,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2014-03-14,2014-06-11,2014-09-04,2014-10-15,,,27.219999,,27.219999,HR,2024-09-15
2014-03-24,Sunergise Equity,Summary of Investment Information (AIP Policy 2012),34235,https://disclosures.ifc.org/project-detail/SII/34235/sunergise-equity,Equity,SUNERGISE INTERNATIONAL LIMITED,East Asia and Pacific Region,EAP,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2014-04-25,2014-05-28,2014-05-30,2014-08-14,,,,2.000000,2.000000,EAP,2024-09-15
2014-01-17,Izmir tramway,Summary of Investment Information (AIP Policy 2012),34306,https://disclosures.ifc.org/project-detail/SII/34306/izmir-tramway,Loan,Izmir Metropolitan Municipality,Turkiye,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2014-02-19,2014-02-19,2014-03-04,2014-10-20,,,74.519997,,74.519997,TR,2024-09-15
2015-05-12,SETRAG,Summary of Investment Information (AIP Policy 2012),34400,https://disclosures.ifc.org/project-detail/SII/34400/setrag,Loan,SOCIETE D'EXPLOITATION DU TRANSGABONAIS,Gabon,,Infrastructure,B,Gbl Infrastructure & Natural Resources,Active,2015-06-15,2016-06-14,2016-06-26,2017-03-24,,,50.180000,,50.180000,GA,2024-09-15
2014-05-13,Luz del Norte,Summary of Investment Information (AIP Policy 2012),34405,https://disclosures.ifc.org/project-detail/SII/34405/luz-del-norte,Loan,Parque Fotovoltaico Luz del Norte SpA,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2014-06-16,2014-06-13,2014-08-22,2014-09-24,,,60.000000,,60.000000,CL,2024-09-15
2014-04-30,Mekong Enterprise Fund III L.P.,Summary of Investment Information (AIP Policy 2012),34408,https://disclosures.ifc.org/project-detail/SII/34408/mekong-enterprise-fund-iii-l.p.,Equity,Mekong Enterprise Fund III Limited Partnership,Viet Nam,VNM,Infrastructure,FI-2,"Disruptive Tech, Service & Funds",Active,2014-06-02,2014-06-10,2014-06-26,2015-07-17,,,,15.000000,15.000000,VN,2024-09-15
2014-12-11,Cube Highways,Summary of Investment Information (AIP Policy 2012),34415,https://disclosures.ifc.org/project-detail/SII/34415/cube-highways,Loan,CUBE HIGHWAYS AND INFRASTRUCTURE PTE LTD.,India,IND,Infrastructure,A,CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA,Active,2014-12-11,2014-12-11,2015-04-15,2015-04-28,,,150.000000,100.000000,250.000000,IN,2024-09-15
2014-06-02,Powergrid Equity,Summary of Investment Information (AIP Policy 2012),34442,https://disclosures.ifc.org/project-detail/SII/34442/powergrid-equity,Equity,POWER GRID CORPORATION OF INDIA LIMITED,India,IND,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2013-11-21,2013-11-21,2013-11-25,2013-12-04,,,,199.110001,199.110001,IN,2024-09-15
2014-04-11,Emerald Sri Lanka Fund I Limited,Summary of Investment Information (AIP Policy 2012),34483,https://disclosures.ifc.org/project-detail/SII/34483/emerald-sri-lanka-fund-i-limited,Equity,Emerald Sri Lanka Fund I Limited,Sri Lanka,SRI,Infrastructure,FI-2,"Disruptive Tech, Service & Funds",Active,2014-05-13,2014-05-29,2014-12-15,2015-04-16,,,,10.000000,10.000000,LK,2024-09-15
2014-04-28,Queen Alia II,Summary of Investment Information (AIP Policy 2012),34536,https://disclosures.ifc.org/project-detail/SII/34536/queen-alia-ii,Loan,AIRPORT INTERNATIONAL GROUP,Jordan,JOR,Infrastructure,B,Regional Industry INF MCT,Active,2014-05-30,2014-06-02,2014-06-29,2014-10-22,,,21.200001,,21.200001,JO,2024-09-15
2014-11-11,HKA,Summary of Investment Information (AIP Policy 2012),34552,https://disclosures.ifc.org/project-detail/SII/34552/hka,Loan,HEKSAGON KATI ATIK YONETIMI SANAYI VE TICARET ANONIM SIRKETI,Turkiye,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2014-12-15,2016-03-07,2015-05-28,2015-10-09,,,50.000000,20.000000,70.000000,TR,2024-09-15
2014-03-14,DJEPL and UUPPL,Summary of Investment Information (AIP Policy 2012),34565,https://disclosures.ifc.org/project-detail/SII/34565/djepl-and-uuppl,Loan,DJ ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2014-04-28,2014-04-17,2014-05-30,2014-10-28,,,50.029999,,50.029999,IN,2024-09-15
2013-12-23,Ioxus,Summary of Investment Information (AIP Policy 2012),34585,https://disclosures.ifc.org/project-detail/SII/34585/ioxus,Equity,"Ioxus, Inc.",World Region,WLD,Infrastructure,C,"TMT, Venture Capital &amp; Funds",Completed,2014-02-14,2014-02-28,2014-03-24,2014-03-26,,,,5.000000,5.000000,99,2024-09-15
2018-08-01,Acajutla LNG,Summary of Investment Information (AIP Policy 2012),34588,https://disclosures.ifc.org/project-detail/SII/34588/acajutla-lng,Risk Management,ENERGIA DEL PACIFICO S.A. DE C.V.,El Salvador,ESL,Infrastructure,A,Regional Industry - INF LAC,Active,2018-12-14,2019-06-06,2019-11-20,2019-12-20,3.000000,,85.000000,,88.000000,SV,2024-09-15
2014-04-28,"Port Lafito, S.A.",Summary of Investment Information (AIP Policy 2012),34593,https://disclosures.ifc.org/project-detail/SII/34593/port-lafito-s.a.,Loan,PORT LAFITO S A,Haiti,HAI,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2014-05-30,2014-07-08,2014-09-18,2014-09-30,,,12.000000,2.970000,14.970000,HT,2024-09-15
2014-06-27,Penonome Wind,Summary of Investment Information (AIP Policy 2012),34810,https://disclosures.ifc.org/project-detail/SII/34810/penonome-wind,Risk Management,"UEP Penonome II, S.A.",Panama,PAN,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2014-07-31,2014-12-02,2014-12-09,2014-12-29,3.000000,,66.000000,20.000000,89.000000,PA,2024-09-15
2014-06-30,HDB,Summary of Investment Information (AIP Policy 2012),34846,https://disclosures.ifc.org/project-detail/SII/34846/hdb,Equity,HIDROVIAS DO BRASIL SA,Brazil,BRA,Infrastructure,A,Regional Industry INF LAC & EUR,Active,2014-09-01,2014-09-02,2015-01-23,2015-03-18,,,,30.000000,30.000000,BR,2024-09-15
2014-08-15,Pacifico Solar,Summary of Investment Information (AIP Policy 2012),34975,https://disclosures.ifc.org/project-detail/SII/34975/pacifico-solar,Loan,"Participaciones Choluteca Dos, S.A.",Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2014-09-15,2014-09-30,2014-12-04,2014-12-19,,,46.000000,,46.000000,HN,2024-09-15
2014-11-04,Izmir Railcars,Summary of Investment Information (AIP Policy 2012),35012,https://disclosures.ifc.org/project-detail/SII/35012/izmir-railcars,Loan,Izmir Metropolitan Municipality,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,2014-12-08,2014-12-16,2014-12-26,2015-12-15,,,24.950001,,24.950001,TR,2024-09-15
2014-08-28,Azure Clean,Summary of Investment Information (AIP Policy 2012),35058,https://disclosures.ifc.org/project-detail/SII/35058/azure-clean,Loan,AZURE CLEAN ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2014-09-30,2014-10-02,2014-10-31,2015-03-27,,,13.940000,,13.940000,IN,2024-09-15
2014-09-24,Valle Solar PV,Summary of Investment Information (AIP Policy 2012),35080,https://disclosures.ifc.org/project-detail/SII/35080/valle-solar-pv,Risk Management,Compania Hondurena de Energia Solar SA de CV,Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2014-10-27,2015-01-09,2015-05-13,2016-02-12,0.750000,,30.000000,,30.750000,HN,2024-09-15
2014-06-27,BMR Wind,Summary of Investment Information (AIP Policy 2012),35081,https://disclosures.ifc.org/project-detail/SII/35081/bmr-wind,Loan,BMR Jamaica Wind Limited,Jamaica,JAM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2014-07-29,2014-10-14,2014-12-24,2015-01-27,,,10.000000,,10.000000,JM,2024-09-15
2014-11-12,Gul Ahmed Wind Limited,Summary of Investment Information (AIP Policy 2012),35088,https://disclosures.ifc.org/project-detail/SII/35088/gul-ahmed-wind-limited,Loan,GUL AHMED WIND POWER LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,2014-12-15,2015-01-16,2015-01-19,2015-07-13,,,11.700000,3.300000,15.000000,PK,2024-09-15
2014-08-06,MSC Shipmanagement Limited,Summary of Investment Information (AIP Policy 2012),35174,https://disclosures.ifc.org/project-detail/SII/35174/msc-shipmanagement-limited,Loan,MSC SHIPMANAGEMENT LIMITED,World Region,WLD,Infrastructure,B,Gbl Infrastructure & Natural Resources,Completed,2014-09-29,2014-10-14,2014-11-24,2014-12-02,,,150.000000,,150.000000,99,2024-09-15
2015-05-04,Cap des Biches,Summary of Investment Information (AIP Policy 2012),35175,https://disclosures.ifc.org/project-detail/SII/35175/cap-des-biches,Risk Management,CG CAP DES BICHES SENEGAL,Senegal,SEN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2015-06-25,2015-06-25,2015-11-25,2015-12-14,9.000000,,,,9.000000,SN,2024-09-15
2014-09-19,Acme Solar NSM,Summary of Investment Information (AIP Policy 2012),35187,https://disclosures.ifc.org/project-detail/SII/35187/acme-solar-nsm,Loan,MEDHA ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2014-05-24,2013-06-14,2014-11-20,2015-01-14,,,50.000000,,50.000000,IN,2024-09-15
2015-01-23,CEI Water II,Summary of Investment Information (AIP Policy 2012),35266,https://disclosures.ifc.org/project-detail/SII/35266/cei-water-ii,Loan,CHINA EVERBRIGHT WATER LIMITED,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2015-01-13,2015-01-13,2015-01-19,2015-04-17,,,80.000000,70.000000,150.000000,CN,2024-09-15
2015-05-14,CWAG,Summary of Investment Information (AIP Policy 2012),35269,https://disclosures.ifc.org/project-detail/SII/35269/cwag,Loan,China Water Affairs Group Limited,China,CHA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2015-05-08,2015-05-11,2015-05-15,2015-05-26,,,40.000000,29.680000,69.680000,CN,2024-09-15
2017-01-06,Xenel Wind Jordan,Summary of Investment Information (AIP Policy 2012),35348,https://disclosures.ifc.org/project-detail/SII/35348/xenel-wind-jordan,Risk Management,ABOUR ENERGY CO PSC,Jordan,JOR,Infrastructure,A,Regional Industry INF MCT,Active,2017-03-07,2017-08-04,2018-08-15,2019-02-28,2.000000,,28.000000,,30.000000,JO,2024-09-15
2017-08-04,Daehan Wind Power Company,Summary of Investment Information (AIP Policy 2012),35349,https://disclosures.ifc.org/project-detail/SII/35349/daehan-wind-power-company,Risk Management,DAEHAN WIND POWER COMPANY PSC,Jordan,JOR,Infrastructure,A,Regional Industry INF MCT,Active,2017-10-19,2018-09-06,2018-09-18,2018-10-22,2.700000,,11.430000,,14.130000,JO,2024-09-15
2014-11-18,"Energía Cinco Estrellas, S.A. de C.V.",Summary of Investment Information (AIP Policy 2012),35364,https://disclosures.ifc.org/project-detail/SII/35364/energía-cinco-estrellas-s.a.-de-c.v.,Risk Management,ENERGIA CINCO ESTRELLAS SA DE CV,Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2015-01-08,2015-02-26,2015-03-20,2015-06-19,1.350000,,25.000000,,26.350000,HN,2024-09-15
2014-07-07,ACWA Kirikkale,Summary of Investment Information (AIP Policy 2012),35395,https://disclosures.ifc.org/project-detail/SII/35395/acwa-kirikkale,Loan,ACWA GUC ELEKTRIK ISLETME VE YONETIM SANAYI VE TICARET ANONIM SIRKETI,Turkiye,,Infrastructure,A,Regional Industry INF MCT,Active,2014-09-11,2014-11-11,2012-12-28,2015-07-22,,,125.000000,,125.000000,TR,2024-09-15
2019-02-01,Mazar IPP Afghan,Summary of Investment Information (AIP Policy 2012),35413,https://disclosures.ifc.org/project-detail/SII/35413/mazar-ipp-afghan,Risk Management,Afghan Power Plant Company,Afghanistan,AFG,Infrastructure,B,Regional Industry INF MCT,Pending Disbursement,2019-03-08,2019-10-10,2020-06-15,,1.500000,,23.750000,4.000000,29.250000,AF,2024-09-15
2014-10-06,Green Infra Wind,Summary of Investment Information (AIP Policy 2012),35415,https://disclosures.ifc.org/project-detail/SII/35415/green-infra-wind,Loan,Green Infra Corporate Solar Limited,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2014-11-10,2014-12-05,2015-02-23,2015-04-28,,,59.099998,,59.099998,IN,2024-09-15
2014-07-03,Shamsuna PV,Summary of Investment Information (AIP Policy 2012),35460,https://disclosures.ifc.org/project-detail/SII/35460/shamsuna-pv,Loan,SHAMSUNA POWER COMPANY LLC.,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2014-08-08,2014-09-16,2014-09-30,2015-04-09,,,9.850000,,9.850000,JO,2024-09-15
2015-01-16,ECO Brazil,Summary of Investment Information (AIP Policy 2012),35464,https://disclosures.ifc.org/project-detail/SII/35464/eco-brazil,Loan,BRAZIL PORT LOGISTICA OFFSHORE E ESTALEIRO NAVAL LTDA.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Active,2015-02-17,2016-12-14,2017-05-11,2017-05-30,,,27.299999,,27.299999,BR,2024-09-15
2014-07-03,Adenium Jordan-1,Summary of Investment Information (AIP Policy 2012),35467,https://disclosures.ifc.org/project-detail/SII/35467/adenium-jordan-1,Loan,ZAHRAT AL-SALAM FOR ENERGY GENERATION PSC,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2014-08-08,2014-10-02,2014-10-02,2015-09-16,,,41.200001,,41.200001,JO,2024-09-15
2014-07-07,Arabia One Solar,Summary of Investment Information (AIP Policy 2012),35474,https://disclosures.ifc.org/project-detail/SII/35474/arabia-one-solar,Loan,ARABIA ONE FOR CLEAN ENERGY INVESTMENTS,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2014-08-08,2014-09-28,2014-10-01,2015-06-18,,,11.800000,,11.800000,JO,2024-09-15
2014-08-01,Jordan Solar One,Summary of Investment Information (AIP Policy 2012),35479,https://disclosures.ifc.org/project-detail/SII/35479/jordan-solar-one,Loan,Hawshah for Energy Generation PSC,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2014-09-05,2014-09-25,2014-10-01,2015-09-10,,,22.500000,,22.500000,JO,2024-09-15
2014-07-03,Falcon PV,Summary of Investment Information (AIP Policy 2012),35483,https://disclosures.ifc.org/project-detail/SII/35483/falcon-pv,Loan,FALCON MA'AN SOLAR POWER LLC,Jordan,JOR,Infrastructure,B,Regional Industry INF MCT,Active,2014-08-08,2014-09-16,2014-09-30,2015-12-23,,,13.100000,,13.100000,JO,2024-09-15
2018-07-30,Upper Trishuli-1,Summary of Investment Information (AIP Policy 2012),35701,https://disclosures.ifc.org/project-detail/SII/35701/upper-trishuli-1,Risk Management,NEPAL WATER AND ENERGY DEVELOPMENT CO PVT LTD,Nepal,NEP,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,2018-09-28,2019-03-21,2019-10-28,2022-10-25,8.500000,,90.000000,14.600000,113.099998,NP,2024-09-15
2014-12-05,Blue Bird IPO,Summary of Investment Information (AIP Policy 2012),35833,https://disclosures.ifc.org/project-detail/SII/35833/blue-bird-ipo,Equity,"BLUE BIRD, PT TBK",Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2014-10-03,2014-10-03,2014-10-13,2014-11-03,,,,19.700001,19.700001,ID,2024-09-15
2016-09-23,Segou Solaire,Summary of Investment Information (AIP Policy 2012),35853,https://disclosures.ifc.org/project-detail/SII/35853/segou-solaire,Risk Management,SEGOU SOLAIRE SA,Mali,MLI,Infrastructure,B,Regional Industry - INF ME & Africa,Hold,2016-12-15,2017-05-17,,,5.280000,,11.400000,4.560000,21.240000,ML,2024-09-15
2014-09-30,Everstone III,Summary of Investment Information (AIP Policy 2012),35855,https://disclosures.ifc.org/project-detail/SII/35855/everstone-iii,Equity,EVERSTONE CAPITAL PARTNERS III LP,India,IND,Infrastructure,FI-2,"Disruptive Tech, Service & Funds",Active,2014-11-03,2014-11-04,2015-01-28,2015-07-16,,,,50.000000,50.000000,IN,2024-09-15
2014-11-24,Gaia Equity,Summary of Investment Information (AIP Policy 2012),35909,https://disclosures.ifc.org/project-detail/SII/35909/gaia-equity,Equity,ALCAZAR ENERGY PARTNERS LTD,"Middle East, Pakistan, and Afg Region",,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,2015-01-26,2016-06-22,2015-05-31,2015-12-07,,,,25.250000,25.250000,,2024-09-15
2015-08-20,Karot Hydro,Summary of Investment Information (AIP Policy 2012),36008,https://disclosures.ifc.org/project-detail/SII/36008/karot-hydro,Loan,KAROT POWER COMPANY (PVT.) LIMITED,Pakistan,PAK,Infrastructure,A,Regional Industry INF MCT,Active,2015-10-22,2016-05-19,2016-11-25,2017-04-12,,,100.000000,,100.000000,PK,2024-09-15
2017-03-01,Cubico Alten Aguascalientes Solar PV Project,Summary of Investment Information (AIP Policy 2012),36041,https://disclosures.ifc.org/project-detail/SII/36041/cubico-alten-aguascalientes-solar-pv-project,Risk Management,"Alten  Energias Renovables Mexico Cuatro, S.A. de C.V.",Mexico,MXC,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2017-04-07,2017-07-27,,,5.000000,,50.000000,,55.000000,MX,2024-09-15
2015-12-30,Siranjganj Power Company,Summary of Investment Information (AIP Policy 2012),36050,https://disclosures.ifc.org/project-detail/SII/36050/siranjganj-power-company,Risk Management,SEMBCORP UTILITIES PTE LTD,Bangladesh,BAN,Infrastructure,A,Gbl Infrastructure & Natural Resources,Active,2016-03-01,2016-06-02,,,3.000000,,110.000000,13.200000,126.199997,BD,2024-09-15
2015-05-14,Izsu Sewerage,Summary of Investment Information (AIP Policy 2012),36080,https://disclosures.ifc.org/project-detail/SII/36080/izsu-sewerage,Loan,IZMIR SU VE KANALIZASYON IDARESI GENEL MUDURLUGU,Turkiye,,Infrastructure,B,Regional Industry - INF ECA,Active,2015-06-15,2015-06-15,2015-06-26,2015-12-09,,,16.440001,,16.440001,TR,2024-09-15
